synthetic_plant_0_Vis_SV_0.png	[[1661, 2338], [1404, 3625], [2724, 3525], [1871, 2840], [3071, 3630], [1676, 3887], [3030, 2810]]	[]
synthetic_plant_0_Vis_SV_144.png	[[2641, 2446], [2889, 3588], [2650, 3574], [3168, 2806], [1832, 3647], [2901, 3860], [1570, 2841]]	[]
synthetic_plant_0_Vis_SV_108.png	[[2162, 2448], [2330, 3583], [3200, 3564], [3072, 2829], [2211, 3655], [2543, 3847], [1638, 2818]]	[]
synthetic_plant_0_Vis_SV_72.png	[[1751, 2426], [1788, 3589], [3386, 3549], [2736, 2844], [2668, 3654], [2135, 3849], [2018, 2801]]	[]
synthetic_plant_0_Vis_SV_36.png	[[1549, 2385], [1428, 3604], [3187, 3534], [2289, 2848], [2998, 3644], [1806, 3863], [2567, 2797]]	[]
synthetic_plant_0_Vis_SV_252.png	[[3082, 2332], [3078, 3641], [1396, 3544], [1978, 2780], [2131, 3611], [2664, 3927], [2696, 2867]]	[]
synthetic_plant_0_Vis_SV_216.png	[[3221, 2378], [3390, 3622], [1492, 3560], [2491, 2774], [1810, 3619], [3004, 3909], [2225, 2870]]	[]
synthetic_plant_0_Vis_SV_288.png	[[2641, 2303], [2446, 3649], [1664, 3531], [1647, 2798], [2532, 3610], [2198, 3928], [3071, 2854]]	[]
synthetic_plant_0_Vis_SV_324.png	[[2080, 2306], [1784, 3643], [2161, 3524], [1621, 2821], [2886, 3617], [1816, 3912], [3211, 2832]]	[]
synthetic_plant_0_Vis_TV_90.png	[[1528, 3768], [1355, 3598], [2694, 2330], [1740, 2618], [2991, 3207], [1616, 3285], [2960, 3856]]	[]
synthetic_plant_1_Vis_SV_0.png	[[3188, 3766], [2915, 3483], [2039, 3845], [2196, 3642], [2140, 3362], [3106, 3306], [1783, 2622], [2846, 3808], [1740, 2774], [2467, 3028], [1708, 3601], [2091, 3228]]	[]
synthetic_plant_1_Vis_SV_144.png	[[1675, 3783], [1803, 3480], [2174, 3761], [2534, 3639], [2090, 3351], [1542, 3305], [2420, 2717], [2145, 3849], [3350, 2730], [2969, 2974], [3406, 3629], [2415, 3233]]	[]
synthetic_plant_1_Vis_SV_108.png	[[2062, 3800], [1953, 3486], [1737, 3773], [2442, 3636], [1682, 3353], [1677, 3306], [1924, 2710], [2500, 3852], [3203, 2761], [3382, 2989], [3250, 3609], [2163, 3232]]	[]
synthetic_plant_1_Vis_SV_72.png	[[2597, 3803], [2284, 3489], [1511, 3797], [2329, 3636], [1509, 3356], [2115, 3307], [1571, 2687], [2803, 3842], [2780, 2782], [3377, 3008], [2804, 3596], [1988, 3231]]	[]
synthetic_plant_1_Vis_SV_36.png	[[3033, 3789], [2659, 3488], [1610, 3825], [2235, 3638], [1669, 3360], [2679, 3307], [1500, 2653], [2930, 3826], [2238, 2786], [3019, 3022], [2234, 3593], [1956, 3230]]	[]
synthetic_plant_1_Vis_SV_252.png	[[2198, 3729], [2470, 3468], [3265, 3804], [2437, 3648], [3250, 3355], [2610, 3304], [3248, 2646], [1992, 3803], [1912, 2689], [1345, 2996], [1879, 3656], [2790, 3229]]	[]
synthetic_plant_1_Vis_SV_216.png	[[1796, 3740], [2132, 3469], [3087, 3778], [2532, 3646], [3024, 3352], [2129, 3304], [3227, 2680], [1842, 3818], [2556, 2682], [1641, 2978], [2563, 3661], [2800, 3231]]	[]
synthetic_plant_1_Vis_SV_288.png	[[2659, 3731], [2779, 3471], [3104, 3831], [2320, 3648], [3152, 3359], [3022, 3304], [2914, 2617], [2277, 3795], [1489, 2715], [1463, 3013], [1435, 3639], [2618, 3228]]	[]
synthetic_plant_1_Vis_SV_324.png	[[3034, 3744], [2953, 3477], [2629, 3847], [2228, 3646], [2726, 3362], [3223, 3305], [2337, 2607], [2597, 3797], [1444, 2748], [1892, 3025], [1393, 3618], [2347, 3228]]	[]
synthetic_plant_1_Vis_TV_90.png	[[3085, 3317], [2822, 3527], [1977, 4046], [2118, 3243], [2063, 4106], [3003, 3758], [1687, 4002], [2769, 2995], [1580, 2497], [2429, 2151], [1597, 2524], [2009, 3585]]	[]
synthetic_plant_2_Vis_SV_0.png	[[1941, 3265], [2355, 2424], [2899, 3299], [1956, 2215], [2667, 2628], [1992, 2845], [2233, 3120], [1556, 4130], [2896, 3153], [1738, 3240], [1555, 3318], [2012, 3584], [1728, 3941]]	[]
synthetic_plant_2_Vis_SV_144.png	[[2412, 3267], [2803, 2321], [1799, 3299], [2853, 2201], [2284, 2588], [2755, 2846], [2398, 3127], [2915, 4072], [1891, 3153], [2753, 3243], [2985, 3316], [2677, 3578], [3420, 4006]]	[]
synthetic_plant_2_Vis_SV_108.png	[[2034, 3267], [3011, 2353], [1926, 3299], [2704, 2228], [2525, 2588], [2592, 2854], [2264, 3126], [2473, 4056], [2096, 3149], [2382, 3244], [2568, 3316], [2494, 3574], [3285, 3963]]	[]
synthetic_plant_2_Vis_SV_72.png	[[1770, 3266], [2970, 2389], [2244, 3300], [2443, 2242], [2707, 2598], [2356, 2857], [2173, 3125], [2004, 4062], [2424, 3148], [2011, 3243], [2096, 3316], [2273, 3574], [2846, 3934]]	[]
synthetic_plant_2_Vis_SV_36.png	[[1725, 3266], [2718, 2415], [2624, 3300], [2162, 2237], [2758, 2614], [2129, 2853], [2160, 3122], [1655, 4089], [2734, 3150], [1763, 3242], [1713, 3317], [2089, 3578], [2270, 3926]]	[]
synthetic_plant_2_Vis_SV_252.png	[[3025, 3265], [1769, 2350], [2505, 3298], [2316, 2138], [2070, 2626], [2411, 2821], [2595, 3122], [2819, 4183], [2345, 3162], [2796, 3238], [2716, 3320], [2500, 3595], [1829, 4059]]	[]
synthetic_plant_2_Vis_SV_216.png	[[3018, 3266], [2010, 2319], [2165, 3298], [2622, 2144], [2005, 2612], [2651, 2825], [2602, 3124], [3164, 4149], [2058, 3160], [3029, 3240], [3114, 3319], [2688, 3591], [2519, 4070]]	[]
synthetic_plant_2_Vis_SV_288.png	[[2772, 3265], [1776, 2386], [2806, 3299], [2038, 2154], [2249, 2635], [2158, 2824], [2505, 3120], [2275, 4191], [2645, 3161], [2383, 3238], [2164, 3321], [2263, 3595], [1403, 4021]]	[]
synthetic_plant_2_Vis_SV_324.png	[[2349, 3264], [2002, 2414], [2961, 3299], [1904, 2184], [2474, 2636], [1999, 2833], [2366, 3119], [1783, 4170], [2856, 3158], [1970, 3238], [1715, 3320], [2075, 3591], [1388, 3976]]	[]
synthetic_plant_2_Vis_TV_90.png	[[1865, 3780], [2300, 2519], [2815, 3567], [1822, 2994], [2642, 2988], [1889, 3132], [2152, 3428], [1522, 3391], [2834, 3387], [1650, 3450], [1461, 3291], [1933, 3242], [1637, 2510]]	[]
synthetic_plant_3_Vis_SV_0.png	[[2215, 2782], [3120, 3394], [1720, 3806], [1271, 2801], [2118, 3463], [3063, 2990], [2496, 3937], [2768, 3205], [2669, 3603]]	[]
synthetic_plant_3_Vis_SV_144.png	[[1981, 2865], [1650, 3394], [3319, 3844], [3493, 2800], [2611, 3461], [2113, 2944], [2278, 3939], [2382, 3194], [2118, 3605]]	[]
synthetic_plant_3_Vis_SV_108.png	[[1562, 2849], [1916, 3398], [3145, 3814], [3027, 2827], [2489, 3459], [2733, 2944], [2327, 3942], [2812, 3196], [2240, 3609]]	[]
synthetic_plant_3_Vis_SV_72.png	[[1418, 2823], [2389, 3400], [2717, 3796], [2376, 2837], [2329, 3459], [3188, 2956], [2399, 3943], [3055, 3199], [2421, 3610]]	[]
synthetic_plant_3_Vis_SV_36.png	[[1652, 2797], [2860, 3398], [2189, 3793], [1729, 2828], [2188, 3460], [3297, 2974], [2463, 3941], [3028, 3203], [2586, 3608]]	[]
synthetic_plant_3_Vis_SV_252.png	[[3321, 2835], [2376, 3385], [1986, 3889], [2390, 2714], [2439, 3468], [1655, 2989], [2366, 3928], [1739, 3203], [2346, 3593]]	[]
synthetic_plant_3_Vis_SV_216.png	[[3022, 2858], [1959, 3386], [2613, 3893], [3177, 2728], [2584, 3467], [1464, 2973], [2303, 3930], [1711, 3199], [2187, 3595]]	[]
synthetic_plant_3_Vis_SV_288.png	[[3280, 2808], [2796, 3386], [1546, 3865], [1601, 2729], [2271, 3468], [2087, 2998], [2436, 3929], [1998, 3205], [2517, 3594]]	[]
synthetic_plant_3_Vis_SV_324.png	[[2859, 2786], [3082, 3389], [1464, 3833], [1190, 2764], [2148, 3466], [2609, 2998], [2486, 3932], [2383, 3206], [2641, 3598]]	[]
synthetic_plant_3_Vis_TV_90.png	[[2129, 4270], [3033, 3494], [1627, 2644], [1069, 2825], [2037, 3216], [3085, 2656], [2409, 3273], [2741, 2677], [2586, 3308]]	[]
