synthetic_plant_0	5
synthetic_plant_1	5
synthetic_plant_2	11
synthetic_plant_3	14
synthetic_plant_4	15
synthetic_plant_5	7
synthetic_plant_6	10
synthetic_plant_7	9
synthetic_plant_8	7
synthetic_plant_9	13
synthetic_plant_10	5
synthetic_plant_11	11
synthetic_plant_12	11
synthetic_plant_13	13
synthetic_plant_14	11
synthetic_plant_15	10
synthetic_plant_16	14
synthetic_plant_17	15
synthetic_plant_18	12
synthetic_plant_19	15
synthetic_plant_20	8
synthetic_plant_21	9
synthetic_plant_22	14
synthetic_plant_23	12
synthetic_plant_24	14
synthetic_plant_25	15
synthetic_plant_26	6
synthetic_plant_27	14
synthetic_plant_28	14
synthetic_plant_29	8
synthetic_plant_30	15
synthetic_plant_31	9
synthetic_plant_32	8
synthetic_plant_33	10
synthetic_plant_34	9
synthetic_plant_35	13
synthetic_plant_36	12
synthetic_plant_37	10
synthetic_plant_38	11
synthetic_plant_39	6
synthetic_plant_40	11
synthetic_plant_41	9
synthetic_plant_42	11
synthetic_plant_43	14
synthetic_plant_44	10
synthetic_plant_45	13
synthetic_plant_46	5
synthetic_plant_47	7
synthetic_plant_48	7
synthetic_plant_49	13
synthetic_plant_50	5
synthetic_plant_51	6
synthetic_plant_52	11
synthetic_plant_53	11
synthetic_plant_54	13
synthetic_plant_55	8
synthetic_plant_56	9
synthetic_plant_57	9
synthetic_plant_58	14
synthetic_plant_59	15
synthetic_plant_60	11
synthetic_plant_61	6
synthetic_plant_62	12
synthetic_plant_63	8
synthetic_plant_64	10
synthetic_plant_65	5
synthetic_plant_66	6
synthetic_plant_67	6
synthetic_plant_68	9
synthetic_plant_69	5
synthetic_plant_70	10
synthetic_plant_71	10
synthetic_plant_72	11
synthetic_plant_73	12
synthetic_plant_74	6
synthetic_plant_75	5
synthetic_plant_76	14
synthetic_plant_77	9
synthetic_plant_78	7
synthetic_plant_79	6
synthetic_plant_80	15
synthetic_plant_81	15
synthetic_plant_82	6
synthetic_plant_83	14
synthetic_plant_84	11
synthetic_plant_85	12
synthetic_plant_86	11
synthetic_plant_87	11
synthetic_plant_88	6
synthetic_plant_89	7
synthetic_plant_90	13
synthetic_plant_91	11
synthetic_plant_92	14
synthetic_plant_93	7
synthetic_plant_94	7
synthetic_plant_95	7
synthetic_plant_96	9
synthetic_plant_97	6
synthetic_plant_98	12
synthetic_plant_99	11
