synthetic_plant_0_Vis_TV_90.png	[[764, 809], [347, 419], [385, 1255], [1428, 1402], [1317, 1430]]	[]
synthetic_plant_0_Vis_SV_288.png	[[1032, 952], [898, 972], [740, 1153], [1271, 1207], [1203, 1292]]	[]
synthetic_plant_0_Vis_SV_144.png	[[1279, 948], [1241, 964], [1623, 1159], [1328, 1196], [1380, 1278]]	[]
synthetic_plant_0_Vis_SV_108.png	[[1430, 948], [1596, 965], [1716, 1154], [1185, 1196], [1248, 1276]]	[]
synthetic_plant_0_Vis_SV_72.png	[[1499, 950], [1789, 968], [1622, 1149], [1056, 1197], [1108, 1277]]	[]
synthetic_plant_0_Vis_SV_36.png	[[1462, 952], [1755, 971], [1391, 1146], [988, 1200], [1010, 1281]]	[]
synthetic_plant_0_Vis_SV_216.png	[[983, 949], [671, 968], [1041, 1161], [1467, 1202], [1448, 1287]]	[]
synthetic_plant_0_Vis_SV_0.png	[[1340, 953], [1534, 973], [1106, 1146], [1011, 1204], [992, 1286]]	[]
synthetic_plant_1_Vis_TV_90.png	[[423, 1324], [1260, 1282], [100, 781], [373, 458], [1978, 672]]	[]
synthetic_plant_1_Vis_SV_288.png	[[752, 1094], [1200, 1138], [683, 1213], [879, 1287], [1640, 722]]	[]
synthetic_plant_1_Vis_SV_144.png	[[1634, 1096], [1329, 1134], [1512, 1237], [1252, 1326], [868, 728]]	[]
synthetic_plant_1_Vis_SV_108.png	[[1698, 1094], [1252, 1134], [1819, 1229], [1620, 1321], [808, 718]]	[]
synthetic_plant_1_Vis_SV_72.png	[[1585, 1091], [1166, 1134], [1875, 1219], [1812, 1309], [909, 708]]	[]
synthetic_plant_1_Vis_SV_36.png	[[1348, 1090], [1101, 1135], [1691, 1210], [1771, 1296], [1144, 703]]	[]
synthetic_plant_1_Vis_SV_216.png	[[1090, 1098], [1354, 1137], [706, 1232], [652, 1310], [1300, 736]]	[]
synthetic_plant_1_Vis_SV_0.png	[[1072, 1090], [1084, 1136], [1356, 1206], [1537, 1286], [1415, 704]]	[]
synthetic_plant_2_Vis_TV_90.png	[[1663, 1072], [1217, 746], [265, 974], [1107, 1597], [1883, 1666], [1620, 2144], [811, 92], [1493, 1512], [1272, 1188], [1140, 1755], [1962, 1929]]	[]
synthetic_plant_2_Vis_SV_288.png	[[1462, 1299], [1270, 1215], [725, 1243], [1085, 472], [1451, 658], [1243, 928], [1172, 1113], [1280, 660], [1224, 465], [1051, 1037], [1457, 732]]	[]
synthetic_plant_2_Vis_SV_144.png	[[1102, 1288], [1098, 1221], [1545, 1262], [1475, 497], [1288, 697], [1562, 942], [922, 1125], [1340, 684], [1275, 476], [1567, 1036], [1367, 772]]	[]
synthetic_plant_2_Vis_SV_108.png	[[997, 1291], [1181, 1222], [1755, 1254], [1360, 505], [1024, 695], [1212, 943], [1290, 1126], [1176, 685], [1229, 477], [1387, 1036], [1027, 772]]	[]
synthetic_plant_2_Vis_SV_72.png	[[976, 1297], [1282, 1222], [1750, 1244], [1198, 508], [827, 687], [867, 942], [1629, 1124], [1030, 681], [1183, 476], [1153, 1036], [749, 764]]	[]
synthetic_plant_2_Vis_SV_36.png	[[1053, 1302], [1361, 1221], [1557, 1237], [1046, 503], [772, 674], [636, 938], [1792, 1120], [954, 674], [1153, 473], [943, 1036], [633, 752]]	[]
synthetic_plant_2_Vis_SV_216.png	[[1392, 1289], [1095, 1216], [857, 1261], [1417, 474], [1672, 681], [1845, 934], [678, 1117], [1501, 671], [1301, 469], [1530, 1037], [1815, 754]]	[]
synthetic_plant_2_Vis_SV_0.png	[[1200, 1304], [1387, 1218], [1255, 1233], [958, 493], [894, 662], [615, 934], [1732, 1116], [981, 666], [1151, 470], [832, 1036], [744, 739]]	[]
synthetic_plant_3_Vis_TV_90.png	[[1404, 983], [869, 1409], [1931, 1882], [419, 1058], [1900, 466], [1925, 1720], [2295, 1286], [728, 1275], [1048, 861], [872, 1385], [573, 2013], [80, 1159], [1419, 939], [318, 627]]	[]
